;;;;;;;;;;;;;;;;;;;;;;;;;
Semana;Programa ;Enlace;Visualizaciones;Referencias externas;;;;;;;;;;;;;;;;;;;;;
1. Semana del 5 al 9 de diciembre de 2022;"""Hora 17"" - Pablo Rossi";https://lnmas.lanacion.com.ar/video/hora-17-7-de-diciembre-2022-jwid3CDKoaTr/;;;;;;;;;;;;;;;;;;;;;;;
2. Semana del 12 al 16 de diciembre de 2022;"""+ Realidad"" - Jonatan Viale";https://lnmas.lanacion.com.ar/video/+-realidad-15-de-diciembre-2022-jwid0PRNlngm/;;;;;;;;;;;;;;;;;;;;;;;
3. Semana del 19 al 23 de diciembre de 2022;"""El noticiero de LN+"" - Eduardo Feimann";https://lnmas.lanacion.com.ar/video/el-noticiero-20-de-diciembre-2022-jwid8NT0iTWF/;;;;;;;;;;;;;;;;;;;;;;;
4. Semana del 26 al 30 de diciembre de 2022;"""+ Realidad"" - Jonatan Viale";https://lnmas.lanacion.com.ar/video/+-realidad-30-de-diciembre-2022-jwid4gJqbL1Y/;;;;;;;;;;;;;;;;;;;;;;;
5. Semana del 2 al 6 de enero de 2023;"""Hora 17"" - Pablo Rossi";;;;;;;;;;;;;;;;;;;;;;;;
6. Semana del 9 al 13 de enero de 2023;"""El noticiero de LN+"" - Eduardo Feimann";;;;;;;;;;;;;;;;;;;;;;;;
7. Semana del 16 al 20 de enero de 2023;"""El noticiero de LN+"" - Eduardo Feimann";;;;;;;;;;;;;;;;;;;;;;;;
8. Semana del 23 al 27 de enero de 2023;;;;;;;;;;;;;;;;;;;;;;;;;
9. Semana del 30 de enero al 3 de febrero de 2023;"""Hora 17"" - Pablo Rossi";;;;;;;;;;;;;;;;;;;;;;;;
10. Semana del 6 al 10 de febrero de 2023;"""+ Viviana"" - Viviana Canosa ";https://lnmas.lanacion.com.ar/video/+-viviana-6-de-febrero-2023-jwidL4d5RUiK/;;;;;;;;;;;;;;;;;;;;;;;
11. Semana del 13 al 17 de febrero de 2023;"""+ Realidad"" - Jonatan Viale";https://lnmas.lanacion.com.ar/video/+-realidad-17-de-febrero-2023-jwidcRS5PQOk/;;;;;;;;;;;;;;;;;;;;;;;
12. Semana del 20 al 24 de febrero de 2023;"""El noticiero de LN+"" - Eduardo Feimann";https://lnmas.lanacion.com.ar/video/el-noticiero-23-de-febrero-2023-jwidmc0DC2lr/;;;;;;;;;;;;;;;;;;;;;;;
13. Semana del 27 de febrero al 3 de marzo de 2023;"""Hora 17"" - Pablo Rossi";https://lnmas.lanacion.com.ar/video/hora-17-27-de-febrero-2023-jwid2vL1dHx5/;;;;;;;;;;;;;;;;;;;;;;;
14. Semana del 6 al 10 de marzo de 2023;"""+ Viviana"" - Viviana Canosa ";https://lnmas.lanacion.com.ar/video/+-viviana-9-de-marzo-2023-jwidsWN95Vi4/;;;;;;;;;;;;;;;;;;;;;;;
15. Semana del 13 al 17 de marzo de 2023;"""+ Realidad"" - Jonatan Viale";https://lnmas.lanacion.com.ar/video/+-realidad-15-de-marzo-2023-jwid7hayS0Mg/;;;;;;;;;;;;;;;;;;;;;;;
16. Semana del 20 al 24 de marzo de 2023;"""+ Realidad"" - Jonatan Viale";https://lnmas.lanacion.com.ar/video/+-viviana-24-de-marzo-2023-jwidlRqtoykb/;;;;;;;;;;;;;;;;;;;;;;;
17. Semana del 27 al 31 de marzo de 2023;"""El noticiero de LN+"" - Eduardo Feimann";https://lnmas.lanacion.com.ar/video/el-noticiero-29-de-marzo-2023-jwidSxUhP0NF/;;;;;;;;;;;;;;;;;;;;;;;
18. Semana del 3 al 7 de abril de 2023;"""+ Realidad"" - Jonatan Viale";https://lnmas.lanacion.com.ar/video/+-realidad-6-de-abril-2023-jwidFw5qnmLa/;;;;;;;;;;;;;;;;;;;;;;;
19. Semana del 10 al 14 de abril de 2023;"""Hora 17"" - Pablo Rossi";https://lnmas.lanacion.com.ar/video/hora-17-12-de-abril-2023-jwidCaFZKi0T/;;;;;;;;;;;;;;;;;;;;;;;
20. Semana del 17 al 21 de abril de 2023;"""+ Viviana"" - Viviana Canosa ";https://lnmas.lanacion.com.ar/video/+-viviana-18-de-abril-2023-jwidvxMP0QV1/;;;;;;;;;;;;;;;;;;;;;;;
